EventKey,EventName,Origin,AssociatedDisaster,AssociatedDisaster2,MagnitudeValue,MagnitudeScale,OFDA_Response,Appeal,Declaration,CPI
7531,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,109610.0,Km2,No,Unknown,Unknown,"85,80302606"
7532,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7533,Name not specified,"Typhoon Prapiroon, Typhoon Maria",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7534,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7535,Name not specified,El NIno,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7536,Hurricane Michael,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7537,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,38.0,�C,No,Unknown,Unknown,"85,80302606"
7538,Hurricane 'Beryl',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7539,Name not specified,Tropical Storm Beryl,No Disaster Associated,No Disaster Associated,21590.0,Km2,No,Unknown,Unknown,"85,80302606"
7540,Name not specified,Torrential Rain,No Disaster Associated,No Disaster Associated,132889.0,Km2,No,Unknown,Unknown,"85,80302606"
7541,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,47.0,�C,No,Unknown,Unknown,"85,80302606"
7542,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,2882.0,Km2,No,Unknown,Unknown,"85,80302606"
7543,Measles,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"85,80302606"
7544,Tropical cyclone 'Keni',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7545,'Friederike' (David),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7546,Storm 'Adrian',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7547,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,72016.0,Km2,No,Unknown,Unknown,"85,80302606"
7548,Name not specified,Torrenntial rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7549,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,33.0,�C,No,Unknown,Unknown,"85,80302606"
7550,Name not specified,"Heavy raining, melting of snow and glacier",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7551,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,120.0,Kph,No,Unknown,Unknown,"85,80302606"
7552,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,67482.0,Km2,No,Unknown,Unknown,"85,80302606"
7553,Typhoon Mangkut (Ompong),Unknown Origin,No Disaster Associated,No Disaster Associated,240.0,Kph,No,Unknown,Unknown,"85,80302606"
7554,Name not specified,"Heavy rain and thunderstorms, El Nino",Storm,"Slide (land, mud, snow, rock)",Unknown,Km2,No,Unknown,Yes,"87,35800677"
7555,Name not specified,Unknown Origin,Industrial accidents,"Slide (land, mud, snow, rock)",Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7556,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7557,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,441236.0,Km2,No,Unknown,Unknown,"87,35800677"
7558,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,27245.0,Km2,No,Unknown,Yes,"87,35800677"
7559,Name not specified,Torrential rains,"Slide (land, mud, snow, rock)",No Disaster Associated,20310.0,Km2,No,Unknown,Unknown,"87,35800677"
7560,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"87,35800677"
7561,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,6802.0,Km2,No,Unknown,Unknown,"87,35800677"
7562,Name not specified,Incresaing temperatures and heavy rains,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7563,Name not specified,Heavy rain,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7564,Name not specified,Unknown Origin,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"87,35800677"
7565,Name not specified,Heavy rains,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"87,35800677"
7566,Name not specified,Heat wave and lighthening,Heat wave,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7567,Cyclone 'Kenneth',Unknown Origin,Flood,No Disaster Associated,185.0,Kph,Yes,Yes,Unknown,"87,35800677"
7568,Name not specified,Heavy rains,Flood,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"87,35800677"
7569,Name not specified,Unknown Origin,Flood,No Disaster Associated,100.0,Kph,No,Unknown,Unknown,"87,35800677"
7570,Name not specified,Unknown Origin,"Avalanche (Snow, Debris)",No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"87,35800677"
7571,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"87,35800677"
7572,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,133360.0,Km2,No,Unknown,Unknown,"87,35800677"
7573,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7574,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7575,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"87,35800677"
7576,Name not specified,Hevy rainfall,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"87,35800677"
7577,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"87,35800677"
7578,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"87,35800677"
7579,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,35.0,�C,No,Unknown,Unknown,"87,35800677"
7580,Name not specified,Mosoon rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"87,35800677"
7581,Cyclone 'Fani',Unknown Origin,No Disaster Associated,No Disaster Associated,200.0,Kph,No,Unknown,Unknown,"87,35800677"
7582,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"87,35800677"
7583,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"87,35800677"
7584,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"87,35800677"
7585,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,272110.0,Km2,No,Unknown,Unknown,"87,35800677"
7586,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"87,35800677"
7587,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,350000.0,Vaccinated,No,Unknown,Unknown,"87,35800677"
7588,Measles,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"87,35800677"
7589,Measles,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Yes,"87,35800677"
7590,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"87,35800677"
7591,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,300.0,Kph,No,Unknown,Unknown,"87,35800677"
7592,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,39.0,�C,No,Unknown,Unknown,"87,35800677"
7593,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,8.0,Richter,No,Unknown,Unknown,"87,35800677"
7594,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"87,35800677"
7595,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,46.0,�C,No,Unknown,Unknown,"87,35800677"
7596,Cyclone 'Wutip',Unknown Origin,No Disaster Associated,No Disaster Associated,100.0,Kph,Yes,Unknown,Yes,"87,35800677"
7597,Cyclone Vamco,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"80,98857899"
7598,Name not specified,Gate of hydro-electrical dawn opened,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"80,98857899"
7599,Name not specified,"El NIno, low precipitation",No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Yes,"80,98857899"
7600,Name not specified,Unknown Origin,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",8.0,Richter,No,Unknown,Unknown,"82,0103309"
7601,Typhoon Chaba (Chyba?),Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7602,Name not specified,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7603,Tropical storm Otto,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",120.0,Kph,No,Unknown,Unknown,"82,0103309"
7604,Name not specified,Heavy rains,Hail,Lightening,322162.0,Km2,No,Unknown,Unknown,"82,0103309"
7605,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,4534.0,Km2,No,Unknown,Unknown,"82,0103309"
7606,Name not specified,Torrential rains,"Slide (land, mud, snow, rock)",No Disaster Associated,32276.0,Km2,No,Unknown,Unknown,"82,0103309"
7607,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,11225.0,Km2,No,Unknown,Unknown,"82,0103309"
7608,Name not specified,Torrential rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7609,Tropical storm Mindulle,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7610,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7611,Tropical storm Marce (Tokage),Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,55.0,Kph,No,Unknown,Unknown,"82,0103309"
7612,Typhoon Carina (Nida),Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7613,Name not specified,Unknown Origin,Hail,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7614,Cyclone 'Vardah',Unknown Origin,Flood,No Disaster Associated,140.0,Kph,No,Unknown,Unknown,"82,0103309"
7615,Typhoon Lionrock,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7616,Typhoon Malakas,Unknown Origin,Flood,No Disaster Associated,185.0,Kph,No,Unknown,Unknown,"82,0103309"
7617,Hurricane 'Matthew',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7618,Typhoon Helen (Megi),Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7619,Name not specified,Poor performance in the long-rain time period,Food shortage,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7620,Hurricane 'Matthew',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"82,0103309"
7621,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,651177.0,Vaccinated,No,Unknown,Unknown,"82,0103309"
7622,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Yes,Unknown,"82,0103309"
7623,Name not specified,Monsoonal rains,No Disaster Associated,No Disaster Associated,137435.0,Km2,No,Unknown,Unknown,"82,0103309"
7624,Name not specified,DRought and high winds,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7625,Typhoon Chaba (Chyba?),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7626,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,22329.0,Km2,No,Unknown,Unknown,"82,0103309"
7627,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,127234.0,Km2,No,Unknown,Unknown,"82,0103309"
7628,Measles,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"82,0103309"
7629,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,Yes,Unknown,Unknown,"82,0103309"
7630,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,20486.0,Km2,No,Unknown,Unknown,"82,0103309"
7631,Name not specified,Continous rains,No Disaster Associated,No Disaster Associated,43580.0,Km2,No,Unknown,Unknown,"82,0103309"
7632,Rift Valley,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"82,0103309"
7633,Meningitis,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"82,0103309"
7634,Lassa fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"82,0103309"
7635,Tropical storm Otto,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7636,Typhoon Ferdie (Meranti),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7637,Typhoon Karen (Sarika),Unknown Origin,No Disaster Associated,No Disaster Associated,210.0,Kph,No,Unknown,Unknown,"82,0103309"
7638,Typhoon Lawin (Haima),Unknown Origin,No Disaster Associated,No Disaster Associated,215.0,Kph,No,Unknown,Unknown,"82,0103309"
7639,Typhoon 'Nina' (Nock-Ten),Unknown Origin,No Disaster Associated,No Disaster Associated,185.0,Kph,No,Unknown,Yes,"82,0103309"
7640,Name not specified,Monsooonal rains (Hagabat),No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7641,Name not specified,Monsoonal rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7642,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,57183.0,Km2,No,Unknown,Unknown,"82,0103309"
7643,Name not specified,Unknown Origin,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",8.0,Richter,No,Unknown,Yes,"83,75725455"
7644,Cyclone Mora,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7645,Typhoon 'Lan'/'Paolo',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",216.0,Kph,No,Unknown,Unknown,"83,75725455"
7646,Typhoon 'Talim',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",160.0,Kph,No,Unknown,Unknown,"83,75725455"
7647,Cyclone 'Ockhi',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",130.0,Kph,No,Unknown,Unknown,"83,75725455"
7648,Tropical storm 'Pakhar'/'Jolina',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7649,Beatriz,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",65.0,Kph,No,Unknown,Unknown,"83,75725455"
7650,Hurricane 'Franklin',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",140.0,Kph,No,Unknown,Unknown,"83,75725455"
7651,Typhoon Nesat & Haitang,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7652,Typhoon 'Damrey' / 'Ramil',Precursor of Damrey,Flood,"Slide (land, mud, snow, rock)",75.0,Kph,No,Unknown,Unknown,"83,75725455"
7653,Storm 'Tembin' (Vinta),Unknown Origin,Flood,"Slide (land, mud, snow, rock)",125.0,Kph,No,Unknown,Yes,"83,75725455"
7654,Tropical storm 'Kai-Tak' (Urduja),Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7655,Hurricane 'Maria',Unknown Origin,Flood,Broken Dam/Burst bank,240.0,Kph,No,Unknown,Yes,"83,75725455"
7656,Name not specified,Unknown Origin,Flood,Hail,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7657,Typhoon 'Lan'/'Paolo',Unknown Origin,Flood,Storm,250.0,Kph,No,Unknown,Unknown,"83,75725455"
7658,Name not specified,"Dry conditions, high temperatures (40�C), lightning",Heat wave,Drought,300.0,Km2,No,Unknown,Unknown,"83,75725455"
7659,Cyclone 'Cempaka',Unknown Origin,"Slide (land, mud, snow, rock)",Flood,65.0,Kph,No,Unknown,Unknown,"83,75725455"
7660,Hurricane Katia,Unknown Origin,"Slide (land, mud, snow, rock)",Flood,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7661,Typhoon 'Doksuri',Unknown Origin,"Slide (land, mud, snow, rock)",Flood,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7662,Name not specified,Unknown Origin,Snow/ice,Flood,Unknown,Kph,No,Unknown,Yes,"83,75725455"
7663,Hurricane 'Maria',Unknown Origin,Lightening,Flood,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7664,Tropical storm 'Kai-Tak' (Urduja),Unknown Origin,Flood,Surge,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7665,Name not specified,Unknown Origin,Rain,Snow/ice,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7666,Name not specified,Torrential rain,Lightening,Transport accident,50430.0,Km2,No,Unknown,Unknown,"83,75725455"
7667,Name not specified,Unknown Origin,Fire,No Disaster Associated,7.0,Richter,Yes,Unknown,Unknown,"83,75725455"
7668,Name not specified,Heavy rainfall,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7669,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7670,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,27068.0,Km2,No,Unknown,Unknown,"83,75725455"
7671,Name not specified,Torrential rains,"Slide (land, mud, snow, rock)",No Disaster Associated,40808.0,Km2,No,Unknown,Unknown,"83,75725455"
